region,analytical_ride_type,use_case,db,bookings,pmm,rides,elasticity
ROA,standard_saver,non-airport,d1,18162.66473,-937.300461,2925,0
ROA,standard_saver,non-airport,d2,22686.36662,559.411267,2792,0
ROA,standard_saver,non-airport,d3,27721.24148,1141.32719,2656,0
ROA,standard_saver,non-airport,d4,26477.62522,1857.894748,1967,0
ROA,standard_saver,non-airport,d5,28246.94049,1762.159314,1213,0
ROC,standard_saver,airport_drop_off,d1,2611.029688,190.287218,170,-4.342223118
ROC,standard_saver,airport_drop_off,d2,1156.378418,35.459485,64,-4.342223118
ROC,standard_saver,airport_drop_off,d3,2272.862977,288.292541,98,-4.342223118
ROC,standard_saver,airport_drop_off,d4,1343.029816,158.697166,51,-4.342223118
ROC,standard_saver,airport_drop_off,d5,1158.245087,140.2179,26,-4.342223118
ROC,standard_saver,non-airport,d1,124414.6367,1192.029835,11263,0
ROC,standard_saver,non-airport,d2,127829.8131,-8137.408313,10203,0
ROC,standard_saver,non-airport,d3,106226.308,-5657.680541,6671,0
ROC,standard_saver,non-airport,d4,86693.58766,-8239.931407,4436,0
ROC,standard_saver,non-airport,d5,98354.56106,-19816.95973,3765,0
ROW,standard_saver,non-airport,d1,137.391523,12.284116,12,0
ROW,standard_saver,non-airport,d2,50.002676,-7.365082,3,0
ROW,standard_saver,non-airport,d3,91.638028,-43.309959,9,0
ROW,standard_saver,non-airport,d4,249.061596,12.09094,13,0
ROW,standard_saver,non-airport,d5,337.326244,46.503906,7,0
RST,standard_saver,airport_drop_off,d1,201.892419,-69.343111,20,0
RST,standard_saver,airport_drop_off,d2,138.383269,-7.264956,11,0
RST,standard_saver,airport_drop_off,d3,192.708925,-24.922757,15,0
RST,standard_saver,airport_drop_off,d4,252.10542,-44.939833,16,0
RST,standard_saver,airport_drop_off,d5,729.333803,99.138169,5,0
RST,standard_saver,non-airport,d1,12296.28662,245.209371,1539,0
RST,standard_saver,non-airport,d2,16223.70415,438.256436,1917,0
RST,standard_saver,non-airport,d3,14205.13355,599.071763,1588,0
RST,standard_saver,non-airport,d4,13692.29007,2372.706928,1140,0
RST,standard_saver,non-airport,d5,18473.65902,4506.871883,918,0
RSW,standard_saver,airport_drop_off,d1,1153.064492,328.276696,77,-5.59139672
RSW,standard_saver,airport_drop_off,d2,3207.880089,869.423727,159,-5.59139672
RSW,standard_saver,airport_drop_off,d3,2401.407058,808.224232,85,-5.59139672
RSW,standard_saver,airport_drop_off,d4,2101.85442,687.109945,57,-5.59139672
RSW,standard_saver,airport_drop_off,d5,1337.426697,480.015951,31,-5.59139672
RSW,standard_saver,non-airport,d1,43061.20447,-7922.153735,7715,0
RSW,standard_saver,non-airport,d2,61483.91174,-2780.157896,7334,0
RSW,standard_saver,non-airport,d3,59898.33322,-2532.436473,5498,0
RSW,standard_saver,non-airport,d4,67671.55067,-1833.676953,4456,0
RSW,standard_saver,non-airport,d5,110222.0928,-12677.73907,4747,0
SAF,standard_saver,airport_drop_off,d1,113.881726,-25.901147,12,0
SAF,standard_saver,airport_drop_off,d2,305.077016,-38.879126,20,0
SAF,standard_saver,airport_drop_off,d3,89.677072,-12.553725,6,0
SAF,standard_saver,airport_drop_off,d4,77.556436,-1.343846,4,0
SAF,standard_saver,airport_drop_off,d5,1211.523417,61.121554,13,0
SAF,standard_saver,non-airport,d1,823.678738,-4.272663,128,0
SAF,standard_saver,non-airport,d2,1337.813851,-84.427177,188,0
SAF,standard_saver,non-airport,d3,1897.728678,32.883932,195,0
SAF,standard_saver,non-airport,d4,1743.734127,64.340902,140,0
SAF,standard_saver,non-airport,d5,2245.712084,407.60831,94,0
SAN,standard_saver,airport_drop_off,d1,24521.76445,846.356225,1767,-4.985542502
SAN,standard_saver,airport_drop_off,d2,37258.18105,6932.33378,1605,-4.985542502
SAN,standard_saver,airport_drop_off,d3,42050.74336,9651.649214,1249,-4.985542502
SAN,standard_saver,airport_drop_off,d4,25949.70577,6381.567488,571,-4.985542502
SAN,standard_saver,airport_drop_off,d5,27201.15945,6531.92045,392,-4.985542502
SAN,standard_saver,non-airport,d1,238052.9959,8996.636774,28206,0
SAN,standard_saver,non-airport,d2,296946.1778,-22980.47161,29078,0
SAN,standard_saver,non-airport,d3,389463.2991,36955.22372,23936,0
SAN,standard_saver,non-airport,d4,366680.6562,40152.91065,16399,0
SAN,standard_saver,non-airport,d5,464492.3582,35272.84276,12766,0
SAT,standard_saver,airport_drop_off,d1,15106.34594,2799.118347,1036,-2.790920098
SAT,standard_saver,airport_drop_off,d2,13150.12524,2808.472175,671,-2.790920098
SAT,standard_saver,airport_drop_off,d3,15957.80866,3634.902931,709,-2.790920098
SAT,standard_saver,airport_drop_off,d4,12622.53478,3203.437173,435,-2.790920098
SAT,standard_saver,airport_drop_off,d5,10878.99837,2694.564862,253,-2.790920098
SAT,standard_saver,non-airport,d1,390883.9776,37749.81366,50603,0
SAT,standard_saver,non-airport,d2,470583.3139,57036.06094,46423,0
SAT,standard_saver,non-airport,d3,562290.012,73940.4264,42190,0
SAT,standard_saver,non-airport,d4,631603.1403,62010.22537,36349,0
SAT,standard_saver,non-airport,d5,695371.4911,42242.62116,27299,0
SAV,standard_saver,airport_drop_off,d1,3836.25726,211.675449,225,-6.55751199
SAV,standard_saver,airport_drop_off,d2,3547.676651,352.450012,151,-6.55751199
SAV,standard_saver,airport_drop_off,d3,1065.271404,106.983161,43,-6.55751199
SAV,standard_saver,airport_drop_off,d4,1192.177249,118.264328,42,-6.55751199
SAV,standard_saver,airport_drop_off,d5,6636.495786,78.499167,202,-6.55751199
SAV,standard_saver,non-airport,d1,85788.83126,3752.708163,9629,0
SAV,standard_saver,non-airport,d2,125731.0095,5783.516781,11587,0
SAV,standard_saver,non-airport,d3,112205.1299,11042.96027,7754,0
SAV,standard_saver,non-airport,d4,99810.19975,709.047542,5664,0
SAV,standard_saver,non-airport,d5,109495.4221,-11769.00604,4006,0
SBA,standard_saver,airport_drop_off,d1,809.122719,130.411322,55,0
SBA,standard_saver,airport_drop_off,d2,810.528369,138.76035,42,0
SBA,standard_saver,airport_drop_off,d3,680.644696,160.987556,26,0
SBA,standard_saver,airport_drop_off,d4,624.202354,173.017734,19,0
SBA,standard_saver,airport_drop_off,d5,967.652567,198.301864,16,0
SBA,standard_saver,non-airport,d1,13473.84084,1418.498655,1751,0
SBA,standard_saver,non-airport,d2,15607.02998,1648.36167,1665,0
SBA,standard_saver,non-airport,d3,17896.70879,3109.681552,1325,0
SBA,standard_saver,non-airport,d4,19265.54029,3963.166016,1022,0
SBA,standard_saver,non-airport,d5,30218.61254,6018.585496,927,0
SBD,standard_saver,airport_drop_off,d1,7068.603669,-211.390363,491,-8.147310674
SBD,standard_saver,airport_drop_off,d2,8370.425374,1297.095562,393,-8.147310674
SBD,standard_saver,airport_drop_off,d3,6134.041329,915.725135,191,-8.147310674
SBD,standard_saver,airport_drop_off,d4,5781.629501,1342.492653,127,-8.147310674
SBD,standard_saver,airport_drop_off,d5,8839.5161,1846.823638,108,-8.147310674
SBD,standard_saver,airport_pick_up,d2,16.843514,-2.634427,1,0
SBD,standard_saver,non-airport,d1,248075.2379,13761.12988,25908,0
SBD,standard_saver,non-airport,d2,333372.2778,26373.91536,26147,0
SBD,standard_saver,non-airport,d3,304281.2044,41285.13014,16795,0
SBD,standard_saver,non-airport,d4,259235.8195,36173.86214,10317,0
SBD,standard_saver,non-airport,d5,264902.5778,25038.92239,5906,0
SBM,standard_saver,airport_drop_off,d5,108.999097,16.629472,1,0
SBM,standard_saver,non-airport,d1,987.006119,-460.06991,191,0
SBM,standard_saver,non-airport,d2,1486.876758,-263.197987,214,0
SBM,standard_saver,non-airport,d3,1409.565386,53.639845,138,0
SBM,standard_saver,non-airport,d4,1386.95873,231.049057,90,0
SBM,standard_saver,non-airport,d5,578.928261,100.360785,13,0
SBN,standard_saver,airport_drop_off,d5,146.921303,-24.006149,1,0
SBN,standard_saver,non-airport,d1,26078.68919,-4285.346004,5011,0
SBN,standard_saver,non-airport,d2,33773.50725,-17.576876,4656,0
SBN,standard_saver,non-airport,d3,38460.59955,2080.348274,4194,0
SBN,standard_saver,non-airport,d4,45151.2012,4107.557309,3866,0
SBN,standard_saver,non-airport,d5,53536.54765,2590.134822,2757,0
SBP,standard_saver,airport_drop_off,d1,170.60065,-27.489645,16,0
SBP,standard_saver,airport_drop_off,d2,240.73383,-13.474315,19,0
SBP,standard_saver,airport_drop_off,d3,400.498808,-15.401534,24,0
SBP,standard_saver,airport_drop_off,d4,330.203521,43.771133,13,0
SBP,standard_saver,airport_drop_off,d5,685.229507,191.569984,7,0
SBP,standard_saver,non-airport,d1,5702.827443,-396.856321,810,0
SBP,standard_saver,non-airport,d2,8482.015618,884.115601,876,0
SBP,standard_saver,non-airport,d3,10400.9329,1415.063101,865,0
SBP,standard_saver,non-airport,d4,11170.0594,1869.958593,655,0
SBP,standard_saver,non-airport,d5,12485.94797,2456.261294,310,0
SCE,standard_saver,non-airport,d1,18925.73655,1365.60441,2801,0
SCE,standard_saver,non-airport,d2,19790.97961,287.208611,2620,0
SCE,standard_saver,non-airport,d3,19168.07428,-53.430576,2120,0
SCE,standard_saver,non-airport,d4,17557.11097,469.605239,1604,0
SCE,standard_saver,non-airport,d5,22736.87917,-2243.6554,1545,0
SCG,standard_saver,non-airport,d5,69.991916,10.499978,2,0
SCK,standard_saver,airport_drop_off,d1,149.4499,50.311097,6,0
SCK,standard_saver,airport_drop_off,d2,79.8633,31.701877,2,0
SCK,standard_saver,airport_drop_off,d4,74.71165,20.520218,1,0
SCK,standard_saver,airport_drop_off,d5,2217.954508,-72.7833,23,0
SCK,standard_saver,non-airport,d1,35736.57254,-3467.385288,4639,0
SCK,standard_saver,non-airport,d2,44988.73586,-383.835963,3974,0
SCK,standard_saver,non-airport,d3,41542.13668,-419.267591,2846,0
SCK,standard_saver,non-airport,d4,33658.84265,-39.795423,1740,0
SCK,standard_saver,non-airport,d5,47578.3068,-7333.281767,1243,0
SDF,standard_saver,airport_drop_off,d1,4173.967706,886.010713,290,-4.98208873
SDF,standard_saver,airport_drop_off,d2,3077.267949,752.940442,178,-4.98208873
SDF,standard_saver,airport_drop_off,d3,2136.907255,459.701972,114,-4.98208873
SDF,standard_saver,airport_drop_off,d4,3142.910189,821.617954,133,-4.98208873
SDF,standard_saver,airport_drop_off,d5,1839.246967,479.474851,52,-4.98208873
SDF,standard_saver,non-airport,d1,179426.3357,21053.44626,23131,0
SDF,standard_saver,non-airport,d2,234964.1194,23610.63724,24051,0
SDF,standard_saver,non-airport,d3,237424.6889,24645.0297,19269,0
SDF,standard_saver,non-airport,d4,247172.9124,24957.59542,14800,0
SDF,standard_saver,non-airport,d5,283835.8853,24308.52819,11324,0
SEA,standard_saver,airport_drop_off,d1,86800.50748,19432.22699,2390,-7.947414508
SEA,standard_saver,airport_drop_off,d2,215452.4541,39600.78325,3566,-7.947414508
SEA,standard_saver,airport_drop_off,d3,119674.3246,21997.22336,1930,-7.947414508
SEA,standard_saver,airport_drop_off,d4,57943.51944,10044.22887,817,-7.947414508
SEA,standard_saver,airport_drop_off,d5,33890.67459,6469.744259,413,-7.947414508
SEA,standard_saver,non-airport,d1,405075.557,81654.71433,36750,0
SEA,standard_saver,non-airport,d2,522048.9281,93012.98616,36192,0
SEA,standard_saver,non-airport,d3,559211.2314,95263.4827,27374,0
SEA,standard_saver,non-airport,d4,486066.6425,75604.68896,15876,0
SEA,standard_saver,non-airport,d5,539826.9117,81727.30996,9711,0
SFG,standard_saver,airport_drop_off,d5,130.488971,16.524741,1,0
SFG,standard_saver,non-airport,d1,12393.58167,-2540.913758,2393,0
SFG,standard_saver,non-airport,d2,17671.42226,-3322.344059,2764,0
SFG,standard_saver,non-airport,d3,24560.764,373.908796,2603,0
SFG,standard_saver,non-airport,d4,34906.60176,3190.124786,2671,0
SFG,standard_saver,non-airport,d5,48103.06017,7286.554979,2013,0
SFO,standard_saver,airport_drop_off,d1,91964.46448,18156.01182,3873,-7.21140693
SFO,standard_saver,airport_drop_off,d2,115948.602,28207.55526,3379,-7.21140693
SFO,standard_saver,airport_drop_off,d3,66165.00963,17525.38153,1643,-7.21140693
SFO,standard_saver,airport_drop_off,d4,51082.27391,11758.34408,966,-7.21140693
SFO,standard_saver,airport_drop_off,d5,51099.95012,11245.90322,748,-7.21140693
SFO,standard_saver,non-airport,d1,436056.6508,27013.14484,49972,0
SFO,standard_saver,non-airport,d2,562735.1495,11389.3957,55092,0
SFO,standard_saver,non-airport,d3,669700.1585,58988.53506,48103,0
SFO,standard_saver,non-airport,d4,636955.1287,65422.13189,32987,0
SFO,standard_saver,non-airport,d5,957622.0316,89390.24611,25108,0
SGF,standard_saver,airport_drop_off,d1,242.085965,3.719493,20,-5.186061185
SGF,standard_saver,airport_drop_off,d2,547.057841,109.410718,29,-5.186061185
SGF,standard_saver,airport_drop_off,d3,536.112074,132.666412,25,-5.186061185
SGF,standard_saver,airport_drop_off,d4,310.744598,80.095916,11,-5.186061185
SGF,standard_saver,airport_drop_off,d5,1291.345156,175.537803,12,-5.186061185
SGF,standard_saver,non-airport,d1,35851.65417,-11799.2711,7638,0
SGF,standard_saver,non-airport,d2,51543.10344,-5173.42978,7352,0
SGF,standard_saver,non-airport,d3,50724.34845,3070.972104,5059,0
SGF,standard_saver,non-airport,d4,52189.18107,6820.590681,3776,0
SGF,standard_saver,non-airport,d5,42444.97716,6497.491703,1806,0
SGU,standard_saver,airport_drop_off,d1,75.798504,32.846912,2,0
SGU,standard_saver,airport_drop_off,d2,336.512432,74.448923,13,0
SGU,standard_saver,airport_drop_off,d3,230.924764,64.211923,7,0
SGU,standard_saver,airport_drop_off,d4,331.22252,88.542765,10,0
SGU,standard_saver,airport_drop_off,d5,7.179252,-3.401791,1,0
SGU,standard_saver,non-airport,d1,3382.244362,-1435.28186,814,0
SGU,standard_saver,non-airport,d2,5864.166516,-892.822525,910,0
SGU,standard_saver,non-airport,d3,7706.527558,-325.812864,845,0
SGU,standard_saver,non-airport,d4,9937.189412,159.379605,743,0
SGU,standard_saver,non-airport,d5,6976.184607,582.066187,268,0
SHD,standard_saver,non-airport,d1,9583.805124,-422.913045,1766,0
SHD,standard_saver,non-airport,d2,8645.395343,-1106.910548,1489,0
SHD,standard_saver,non-airport,d3,9990.091536,764.469937,1242,0
SHD,standard_saver,non-airport,d4,9922.931388,210.480874,1052,0
SHD,standard_saver,non-airport,d5,13720.2968,-211.476549,699,0
SHV,standard_saver,non-airport,d1,53094.41331,1138.540536,6112,0
SHV,standard_saver,non-airport,d2,73678.84248,8648.817873,5933,0
SHV,standard_saver,non-airport,d3,74424.71733,7732.09805,4717,0
SHV,standard_saver,non-airport,d4,68539.26512,4341.94443,3457,0
SHV,standard_saver,non-airport,d5,71582.52476,5336.392535,2462,0
SJC,standard_saver,airport_drop_off,d1,25015.92647,3513.672741,1415,-8.400531383
SJC,standard_saver,airport_drop_off,d2,32206.33133,6300.977958,1226,-8.400531383
SJC,standard_saver,airport_drop_off,d3,44504.36652,10683.61101,1034,-8.400531383
SJC,standard_saver,airport_drop_off,d4,25602.19735,6306.566401,440,-8.400531383
SJC,standard_saver,airport_drop_off,d5,26650.5223,6361.915252,384,-8.400531383
SJC,standard_saver,non-airport,d1,146146.3191,3129.413846,16783,0
SJC,standard_saver,non-airport,d2,265639.0017,24497.56219,21815,0
SJC,standard_saver,non-airport,d3,263249.9891,37330.88633,15756,0
SJC,standard_saver,non-airport,d4,216419.5529,34304.25604,9846,0
SJC,standard_saver,non-airport,d5,314980.0144,45933.61246,7881,0
SJT,standard_saver,airport_drop_off,d2,12.980631,0.751995,1,0
SJT,standard_saver,airport_drop_off,d3,13.800631,3.898052,1,0
SJT,standard_saver,airport_drop_off,d4,63.512524,-2.181133,4,0
SJT,standard_saver,non-airport,d1,4120.577932,-237.346535,687,0
SJT,standard_saver,non-airport,d2,7107.44236,-125.849922,1004,0
SJT,standard_saver,non-airport,d3,8100.30067,155.63884,915,0
SJT,standard_saver,non-airport,d4,9144.744328,656.284774,764,0
SJT,standard_saver,non-airport,d5,11800.62313,951.899766,660,0
SLC,standard_saver,airport_drop_off,d1,15736.87956,3000.013734,1117,-4.588678298
SLC,standard_saver,airport_drop_off,d2,21055.77492,4217.797121,1285,-4.588678298
SLC,standard_saver,airport_drop_off,d3,20105.7402,4732.706847,911,-4.588678298
SLC,standard_saver,airport_drop_off,d4,20359.57919,5118.320154,668,-4.588678298
SLC,standard_saver,airport_drop_off,d5,18597.60134,4591.142227,414,-4.588678298
SLC,standard_saver,non-airport,d1,156301.5026,-5457.493059,25101,0
SLC,standard_saver,non-airport,d2,195344.0605,-344.318459,27999,0
SLC,standard_saver,non-airport,d3,219643.2397,30055.35509,22808,0
SLC,standard_saver,non-airport,d4,282309.9543,49579.41365,21519,0
SLC,standard_saver,non-airport,d5,371186.6708,58300.4611,17655,0
SLE,standard_saver,airport_drop_off,d4,254.035372,62.086028,4,0
SLE,standard_saver,airport_drop_off,d5,3025.534546,803.604281,22,0
SLE,standard_saver,non-airport,d1,15092.40365,555.054448,2198,0
SLE,standard_saver,non-airport,d2,22634.07103,3110.73731,2433,0
SLE,standard_saver,non-airport,d3,23204.0362,4274.290896,1903,0
SLE,standard_saver,non-airport,d4,28683.44768,5567.026896,1746,0
SLE,standard_saver,non-airport,d5,36984.10442,6613.569514,1076,0
SMF,standard_saver,airport_drop_off,d1,19344.59632,4139.245393,753,-5.457649972
SMF,standard_saver,airport_drop_off,d2,22487.65055,4910.291982,698,-5.457649972
SMF,standard_saver,airport_drop_off,d3,13270.65785,2926.797897,335,-5.457649972
SMF,standard_saver,airport_drop_off,d4,9423.698934,2147.81632,203,-5.457649972
SMF,standard_saver,airport_drop_off,d5,6324.534562,1385.792135,104,-5.457649972
SMF,standard_saver,non-airport,d1,316378.8331,34209.80417,33357,0
SMF,standard_saver,non-airport,d2,433314.6843,65818.56407,30201,0
SMF,standard_saver,non-airport,d3,432483.544,70537.43419,22055,0
SMF,standard_saver,non-airport,d4,363649.8932,56465.18175,13599,0
SMF,standard_saver,non-airport,d5,326879.3762,36590.13319,8128,0
SNJ,standard_saver,airport_drop_off,d1,50617.5009,4049.018457,1799,-8.049400636
SNJ,standard_saver,airport_drop_off,d2,63464.85943,4549.250541,1420,-8.049400636
SNJ,standard_saver,airport_drop_off,d3,37879.62781,3222.345815,653,-8.049400636
SNJ,standard_saver,airport_drop_off,d4,22242.41081,1484.918648,321,-8.049400636
SNJ,standard_saver,airport_drop_off,d5,27255.30886,1851.223025,260,-8.049400636
SNJ,standard_saver,non-airport,d1,670940.6585,4837.310378,73969,0
SNJ,standard_saver,non-airport,d2,713541.5393,-55634.72649,63074,0
SNJ,standard_saver,non-airport,d3,749432.4622,-327.213692,43642,0
SNJ,standard_saver,non-airport,d4,786687.4571,-32237.46276,31900,0
SNJ,standard_saver,non-airport,d5,1100873.66,-122844.7914,22698,0
SPI,standard_saver,non-airport,d1,10768.9889,-1639.476273,1821,0
SPI,standard_saver,non-airport,d2,15525.90799,-1564.26266,2170,0
SPI,standard_saver,non-airport,d3,16714.23649,802.915035,1752,0
SPI,standard_saver,non-airport,d4,16088.02785,1333.749385,1333,0
SPI,standard_saver,non-airport,d5,15437.13352,681.220709,928,0
SPS,standard_saver,airport_drop_off,d1,6.930576,-7.878444,2,0
SPS,standard_saver,airport_drop_off,d2,29.447612,-10.576712,3,0
SPS,standard_saver,airport_drop_off,d3,16.005288,-1.545756,1,0
SPS,standard_saver,airport_drop_off,d4,64.705288,15.610337,1,0
SPS,standard_saver,airport_drop_off,d5,221.525864,28.904607,3,0
SPS,standard_saver,non-airport,d1,1164.012698,-171.04724,184,0
SPS,standard_saver,non-airport,d2,1859.08959,-259.291835,253,0
SPS,standard_saver,non-airport,d3,2349.898599,-192.857336,263,0
SPS,standard_saver,non-airport,d4,1641.52249,-80.317701,139,0
SPS,standard_saver,non-airport,d5,4337.656078,-668.694154,154,0
SRQ,standard_saver,airport_drop_off,d1,530.747736,109.121317,58,0
SRQ,standard_saver,airport_drop_off,d2,676.638306,178.182345,52,0
SRQ,standard_saver,airport_drop_off,d3,1271.471106,338.591272,66,0
SRQ,standard_saver,airport_drop_off,d4,827.361703,230.15772,34,0
SRQ,standard_saver,airport_drop_off,d5,2160.872143,792.611323,26,0
SRQ,standard_saver,airport_pick_up,d1,6.005675,-4.988039,1,0
SRQ,standard_saver,non-airport,d1,10611.82342,-122.164104,1619,0
SRQ,standard_saver,non-airport,d2,17877.78746,2228.200299,1734,0
SRQ,standard_saver,non-airport,d3,20512.41185,3197.641793,1526,0
SRQ,standard_saver,non-airport,d4,22854.31503,3986.904825,1302,0
SRQ,standard_saver,non-airport,d5,39579.81095,4397.508724,1479,0
SRW,standard_saver,airport_drop_off,d1,31.624458,-10.573643,2,0
SRW,standard_saver,airport_drop_off,d2,610.349654,105.111682,17,0
SRW,standard_saver,airport_drop_off,d3,549.85362,139.782753,13,0
SRW,standard_saver,airport_drop_off,d4,893.626928,180.983587,20,0
SRW,standard_saver,airport_drop_off,d5,967.931859,137.830032,17,0
SRW,standard_saver,non-airport,d1,8664.388853,-847.994473,1283,0
SRW,standard_saver,non-airport,d2,11345.15506,-987.145078,1495,0
SRW,standard_saver,non-airport,d3,12272.28118,101.090209,1205,0
SRW,standard_saver,non-airport,d4,20322.24581,1317.527004,1341,0
SRW,standard_saver,non-airport,d5,41729.90755,2289.243134,1446,0
STC,standard_saver,airport_drop_off,d5,1460.685833,452.295701,10,0
STC,standard_saver,non-airport,d1,27225.42483,-2258.474283,3619,0
STC,standard_saver,non-airport,d2,30247.94871,-3585.266183,4030,0
STC,standard_saver,non-airport,d3,31013.46706,-1401.270936,3635,0
STC,standard_saver,non-airport,d4,35019.90405,4081.195896,2931,0
STC,standard_saver,non-airport,d5,32024.13151,7399.095341,1459,0
STL,standard_saver,airport_drop_off,d1,13420.362,1503.547506,662,-3.828006414
STL,standard_saver,airport_drop_off,d2,15571.76354,2212.540194,573,-3.828006414
STL,standard_saver,airport_drop_off,d3,16857.46387,2578.281441,518,-3.828006414
STL,standard_saver,airport_drop_off,d4,7618.745334,1460.854881,200,-3.828006414
STL,standard_saver,airport_drop_off,d5,3379.522179,634.427608,67,-3.828006414
STL,standard_saver,non-airport,d1,339481.693,-9987.650869,36051,0
STL,standard_saver,non-airport,d2,433899.8948,-10136.54696,35485,0
STL,standard_saver,non-airport,d3,382778.1819,9322.282205,24228,0
STL,standard_saver,non-airport,d4,329663.5531,13541.41393,16357,0
STL,standard_saver,non-airport,d5,338382.5333,-6612.484134,11407,0
STS,standard_saver,airport_drop_off,d1,813.25835,128.418936,44,-4.760193961
STS,standard_saver,airport_drop_off,d2,950.500723,177.817868,36,-4.760193961
STS,standard_saver,airport_drop_off,d3,1324.231775,198.513777,24,-4.760193961
STS,standard_saver,airport_drop_off,d4,2099.109356,401.102011,27,-4.760193961
STS,standard_saver,airport_drop_off,d5,4930.205767,809.480752,39,-4.760193961
STS,standard_saver,non-airport,d1,69688.89099,-4772.22662,8971,0
STS,standard_saver,non-airport,d2,77278.40868,-4910.697621,7836,0
STS,standard_saver,non-airport,d3,87119.38311,6822.108668,5909,0
STS,standard_saver,non-airport,d4,74691.74644,7912.99671,3400,0
STS,standard_saver,non-airport,d5,125058.4497,15165.12577,2621,0
SUF,standard_saver,airport_drop_off,d1,1063.855277,129.729662,57,-6.044955246
SUF,standard_saver,airport_drop_off,d2,3600.225137,421.638368,109,-6.044955246
SUF,standard_saver,airport_drop_off,d3,3781.234443,-786.463203,79,-6.044955246
SUF,standard_saver,airport_drop_off,d4,3276.110967,-501.657163,57,-6.044955246
SUF,standard_saver,airport_drop_off,d5,6848.803524,-563.703054,82,-6.044955246
SUF,standard_saver,non-airport,d1,124745.9004,-6995.991678,11826,0
SUF,standard_saver,non-airport,d2,129358.4663,-14465.57088,9766,0
SUF,standard_saver,non-airport,d3,123110.2935,-8915.431289,6685,0
SUF,standard_saver,non-airport,d4,110608.4328,-10681.93976,4316,0
SUF,standard_saver,non-airport,d5,180217.2919,-32090.94225,4019,0
SWO,standard_saver,non-airport,d1,487.498702,-207.834287,102,0
SWO,standard_saver,non-airport,d2,504.468629,-172.361766,88,0
SWO,standard_saver,non-airport,d3,569.80028,-17.708036,67,0
SWO,standard_saver,non-airport,d4,662.057816,-217.355808,58,0
SWO,standard_saver,non-airport,d5,1798.441724,-618.149934,55,0
SYR,standard_saver,airport_drop_off,d1,1602.835084,89.11316,80,-5.55302446
SYR,standard_saver,airport_drop_off,d2,1533.602163,94.24214,69,-5.55302446
SYR,standard_saver,airport_drop_off,d3,1338.168719,153.460058,52,-5.55302446
SYR,standard_saver,airport_drop_off,d4,1300.487609,101.943162,48,-5.55302446
SYR,standard_saver,airport_drop_off,d5,407.436975,33.849676,9,-5.55302446
SYR,standard_saver,non-airport,d1,78273.40106,4764.591047,6816,0
SYR,standard_saver,non-airport,d2,67792.01215,-1895.23762,5366,0
SYR,standard_saver,non-airport,d3,59077.96215,-2627.319452,3791,0
SYR,standard_saver,non-airport,d4,51217.25708,-5575.905264,2740,0
SYR,standard_saver,non-airport,d5,49062.19442,-8348.729919,1782,0
TAC,standard_saver,airport_drop_off,d1,7109.933433,1921.262763,89,-6.53265691
TAC,standard_saver,airport_drop_off,d2,6517.765111,1831.88264,76,-6.53265691
TAC,standard_saver,airport_drop_off,d3,7424.133998,2126.853348,83,-6.53265691
TAC,standard_saver,airport_drop_off,d4,2169.125544,658.450563,22,-6.53265691
TAC,standard_saver,airport_drop_off,d5,820.920058,236.485357,7,-6.53265691
TAC,standard_saver,non-airport,d1,36683.67142,3755.103106,5126,0
TAC,standard_saver,non-airport,d2,55986.42051,4498.012272,5332,0
TAC,standard_saver,non-airport,d3,67628.30713,8252.864071,4432,0
TAC,standard_saver,non-airport,d4,62275.88811,8860.673689,2869,0
TAC,standard_saver,non-airport,d5,80087.49812,9309.986224,1829,0
TCL,standard_saver,airport_drop_off,d5,829.239445,-69.733326,5,0
TCL,standard_saver,non-airport,d1,11080.58723,-1738.477808,1712,0
TCL,standard_saver,non-airport,d2,11909.03739,-2530.900259,1620,0
TCL,standard_saver,non-airport,d3,14823.20187,-884.629819,1441,0
TCL,standard_saver,non-airport,d4,20963.88466,-883.493278,1620,0
TCL,standard_saver,non-airport,d5,27600.04366,-277.914826,1261,0
THV,standard_saver,airport_drop_off,d2,21.078965,-7.366346,1,-4.422800198
THV,standard_saver,airport_drop_off,d4,433.087411,-157.786043,13,-4.422800198
THV,standard_saver,airport_drop_off,d5,285.996895,-78.488606,3,-4.422800198
THV,standard_saver,non-airport,d1,70633.98051,5218.050542,10046,0
THV,standard_saver,non-airport,d2,68220.15944,-13401.33773,9387,0
THV,standard_saver,non-airport,d3,71400.37512,-7116.440613,7009,0
THV,standard_saver,non-airport,d4,74088.23822,-8673.988727,5503,0
THV,standard_saver,non-airport,d5,82152.828,-27860.18848,3604,0
TLH,standard_saver,airport_drop_off,d1,817.356341,-555.670779,111,-3.531129245
TLH,standard_saver,airport_drop_off,d2,1400.248929,-617.304184,155,-3.531129245
TLH,standard_saver,airport_drop_off,d3,1286.840151,-370.929976,121,-3.531129245
TLH,standard_saver,airport_drop_off,d4,732.893377,-335.383618,65,-3.531129245
TLH,standard_saver,airport_drop_off,d5,1512.934854,286.014519,29,-3.531129245
TLH,standard_saver,non-airport,d1,163052.4226,-16316.94763,24743,0
TLH,standard_saver,non-airport,d2,162456.2115,5857.285108,17500,0
TLH,standard_saver,non-airport,d3,146485.8476,5061.134806,13027,0
TLH,standard_saver,non-airport,d4,149505.0068,1462.991808,10884,0
TLH,standard_saver,non-airport,d5,165586.7006,-14900.20151,9334,0
