region,analytical_ride_type,use_case,db,bookings,pmm,rides,elasticity
ABE,standard_saver,airport_drop_off,d1,670.625049,-185.755787,81,-3.492258302
ABE,standard_saver,airport_drop_off,d2,1177.125514,-151.958907,106,-3.492258302
ABE,standard_saver,airport_drop_off,d3,702.369801,-39.311499,47,-3.492258302
ABE,standard_saver,airport_drop_off,d4,578.645437,14.39297,27,-3.492258302
ABE,standard_saver,airport_drop_off,d5,2666.456066,614.887304,12,-3.492258302
ABE,standard_saver,non-airport,d1,157660.5655,24188.82949,20751,0
ABE,standard_saver,non-airport,d2,157247.0063,6629.442672,19115,0
ABE,standard_saver,non-airport,d3,180099.6933,17530.4281,15754,0
ABE,standard_saver,non-airport,d4,200092.4951,16236.39666,13272,0
ABE,standard_saver,non-airport,d5,279302.7499,-3107.046594,12321,0
ABI,standard_saver,non-airport,d1,4472.344669,-360.645558,708,0
ABI,standard_saver,non-airport,d2,7036.999245,-328.005112,870,0
ABI,standard_saver,non-airport,d3,7796.324019,460.342896,733,0
ABI,standard_saver,non-airport,d4,6894.424703,935.309006,473,0
ABI,standard_saver,non-airport,d5,7644.60098,1044.557959,291,0
ABQ,standard_saver,airport_drop_off,d1,733.507001,9.95019,75,-5.649344115
ABQ,standard_saver,airport_drop_off,d2,1263.175348,-70.253399,109,-5.649344115
ABQ,standard_saver,airport_drop_off,d3,1328.901959,-48.608555,91,-5.649344115
ABQ,standard_saver,airport_drop_off,d4,1226.312716,-33.25963,62,-5.649344115
ABQ,standard_saver,airport_drop_off,d5,1108.70166,-135.481897,46,-5.649344115
ABQ,standard_saver,non-airport,d1,29743.82737,-3910.764342,5563,0
ABQ,standard_saver,non-airport,d2,37321.57854,-8617.175478,5887,0
ABQ,standard_saver,non-airport,d3,41726.31359,-5991.858976,4800,0
ABQ,standard_saver,non-airport,d4,43159.12459,-4374.939486,3545,0
ABQ,standard_saver,non-airport,d5,57283.28259,-10800.8086,3152,0
ABR,standard_saver,non-airport,d1,319.267379,37.064858,54,0
ABR,standard_saver,non-airport,d2,656.234196,-29.039478,121,0
ABR,standard_saver,non-airport,d3,337.043352,-61.452197,58,0
ABR,standard_saver,non-airport,d4,498.741554,-109.675866,78,0
ABR,standard_saver,non-airport,d5,1046.554103,-38.340628,99,0
ABY,standard_saver,airport_drop_off,d5,529.628829,-157.726346,2,0
ABY,standard_saver,non-airport,d1,13220.75583,-1481.161819,1761,0
ABY,standard_saver,non-airport,d2,19869.97825,-668.675398,2095,0
ABY,standard_saver,non-airport,d3,20128.35684,643.569294,1662,0
ABY,standard_saver,non-airport,d4,20482.13013,1941.167841,1290,0
ABY,standard_saver,non-airport,d5,21715.5039,416.12496,996,0
ACT,standard_saver,airport_drop_off,d5,1193.332625,-140.616783,11,0
ACT,standard_saver,non-airport,d1,49645.66107,-12103.93609,8914,0
ACT,standard_saver,non-airport,d2,61934.57387,-16195.48495,9158,0
ACT,standard_saver,non-airport,d3,71845.62022,-13278.69682,8072,0
ACT,standard_saver,non-airport,d4,90338.49173,-8262.142064,7363,0
ACT,standard_saver,non-airport,d5,130041.2073,-9835.923331,5473,0
ACV,standard_saver,airport_drop_off,d1,6.893662,-11.796893,1,0
ACV,standard_saver,airport_drop_off,d2,10.893662,-2.109275,1,0
ACV,standard_saver,airport_drop_off,d4,23.733662,4.349418,1,0
ACV,standard_saver,non-airport,d1,26.970986,-6.473628,3,0
ACV,standard_saver,non-airport,d2,38.830986,-6.625665,3,0
ACV,standard_saver,non-airport,d3,60.54831,-23.662201,5,0
ACV,standard_saver,non-airport,d4,134.465634,-11.964616,7,0
ACV,standard_saver,non-airport,d5,37.007324,-12.319508,2,0
ADM,standard_saver,non-airport,d1,96.598696,-252.870148,24,0
ADM,standard_saver,non-airport,d2,65.076069,-22.766233,11,0
ADM,standard_saver,non-airport,d3,42.199674,-63.517383,6,0
ADM,standard_saver,non-airport,d4,20.003279,0.56983,1,0
ADM,standard_saver,non-airport,d5,609.006232,-45.34992,8,0
AEX,standard_saver,non-airport,d1,6863.07912,-979.653735,841,0
AEX,standard_saver,non-airport,d2,8324.120144,-36.320134,731,0
AEX,standard_saver,non-airport,d3,7358.278832,63.600627,527,0
AEX,standard_saver,non-airport,d4,5493.436524,-112.601205,328,0
AEX,standard_saver,non-airport,d5,5863.59309,-210.213551,213,0
AGS,standard_saver,airport_drop_off,d1,417.851503,-64.288219,28,-4.758237589
AGS,standard_saver,airport_drop_off,d2,396.373677,25.065959,20,-4.758237589
AGS,standard_saver,airport_drop_off,d3,254.415891,12.356098,12,-4.758237589
AGS,standard_saver,airport_drop_off,d4,283.366833,45.345839,10,-4.758237589
AGS,standard_saver,airport_drop_off,d5,958.348335,96.472313,5,-4.758237589
AGS,standard_saver,non-airport,d1,45315.5906,-9807.778927,6294,0
AGS,standard_saver,non-airport,d2,57052.74597,-10312.03861,5431,0
AGS,standard_saver,non-airport,d3,53911.49654,-3725.446085,3747,0
AGS,standard_saver,non-airport,d4,38446.00972,-1140.084827,2076,0
AGS,standard_saver,non-airport,d5,39784.57594,1884.139836,1541,0
AHM,standard_saver,non-airport,d1,107.873684,-14.501265,16,0
AHM,standard_saver,non-airport,d2,70.586184,-13.908785,14,0
AHM,standard_saver,non-airport,d3,236.6225,-5.826563,22,0
AHM,standard_saver,non-airport,d4,153.2375,32.656277,10,0
AHM,standard_saver,non-airport,d5,683.1175,178.293491,18,0
AHN,standard_saver,airport_drop_off,d1,1716.018723,287.265594,37,-5.701453495
AHN,standard_saver,airport_drop_off,d2,4845.745015,635.623966,98,-5.701453495
AHN,standard_saver,airport_drop_off,d3,4561.495571,557.905459,85,-5.701453495
AHN,standard_saver,airport_drop_off,d4,3632.049804,485.022675,62,-5.701453495
AHN,standard_saver,airport_drop_off,d5,3507.927247,458.552115,48,-5.701453495
AHN,standard_saver,non-airport,d1,123874.0378,2577.831642,12679,0
AHN,standard_saver,non-airport,d2,143612.7275,2323.07386,12875,0
AHN,standard_saver,non-airport,d3,116973.9148,3414.912142,8335,0
AHN,standard_saver,non-airport,d4,117680.6327,-4437.260842,6509,0
AHN,standard_saver,non-airport,d5,153739.333,-12683.86637,4786,0
ALB,standard_saver,airport_drop_off,d1,1824.711967,132.089733,105,-4.99225743
ALB,standard_saver,airport_drop_off,d2,2085.726925,59.904355,94,-4.99225743
ALB,standard_saver,airport_drop_off,d3,1721.05396,152.996631,65,-4.99225743
ALB,standard_saver,airport_drop_off,d4,2108.819557,141.453982,67,-4.99225743
ALB,standard_saver,airport_drop_off,d5,508.055868,17.517391,11,-4.99225743
ALB,standard_saver,non-airport,d1,94040.89473,2760.327599,8357,0
ALB,standard_saver,non-airport,d2,95364.6966,-2005.322318,7196,0
ALB,standard_saver,non-airport,d3,77802.78143,-821.955374,4425,0
ALB,standard_saver,non-airport,d4,71570.32022,-4240.742437,3144,0
ALB,standard_saver,non-airport,d5,81583.31999,-15414.22968,2515,0
ALO,standard_saver,airport_drop_off,d5,124.502023,10.037806,1,0
ALO,standard_saver,non-airport,d1,2739.218517,158.044464,381,0
ALO,standard_saver,non-airport,d2,3431.235529,-23.112718,434,0
ALO,standard_saver,non-airport,d3,3368.376393,-123.352179,346,0
ALO,standard_saver,non-airport,d4,4169.842981,354.962712,302,0
ALO,standard_saver,non-airport,d5,3555.456088,14.380137,173,0
AMA,standard_saver,non-airport,d1,6112.214986,402.485331,884,0
AMA,standard_saver,non-airport,d2,5347.688457,27.811479,727,0
AMA,standard_saver,non-airport,d3,6692.277466,634.848406,648,0
AMA,standard_saver,non-airport,d4,7018.071269,1112.610381,495,0
AMA,standard_saver,non-airport,d5,7790.325898,1632.997541,310,0
AMW,standard_saver,airport_drop_off,d3,280.604815,51.932093,4,0
AMW,standard_saver,airport_drop_off,d4,164.01023,23.278857,2,0
AMW,standard_saver,airport_drop_off,d5,57.00055,-3.583184,1,0
AMW,standard_saver,non-airport,d1,89.830391,-0.04433,14,0
AMW,standard_saver,non-airport,d2,152.579458,8.970057,23,0
AMW,standard_saver,non-airport,d3,320.799393,56.326791,31,0
AMW,standard_saver,non-airport,d4,376.352907,24.776576,27,0
AMW,standard_saver,non-airport,d5,1684.301443,74.621183,40,0
ANC,standard_saver,airport_drop_off,d1,1974.46008,533.086022,158,-5.427732847
ANC,standard_saver,airport_drop_off,d2,2240.247547,566.589656,158,-5.427732847
ANC,standard_saver,airport_drop_off,d3,1772.488022,490.073942,99,-5.427732847
ANC,standard_saver,airport_drop_off,d4,2468.30694,641.701344,124,-5.427732847
ANC,standard_saver,airport_drop_off,d5,1771.742675,325.777035,75,-5.427732847
ANC,standard_saver,airport_pick_up,d3,11.000408,6.094788,1,0
ANC,standard_saver,non-airport,d1,22568.71836,3261.672301,3051,0
ANC,standard_saver,non-airport,d2,29699.50883,4673.985424,3239,0
ANC,standard_saver,non-airport,d3,30086.56091,6061.01785,2452,0
ANC,standard_saver,non-airport,d4,31790.96341,7129.007073,2098,0
ANC,standard_saver,non-airport,d5,34870.2421,7573.423476,1553,0
AOO,standard_saver,airport_drop_off,d5,161.064561,31.565725,1,0
AOO,standard_saver,non-airport,d1,250.556602,-66.830896,44,0
AOO,standard_saver,non-airport,d2,140.532269,-82.747865,29,0
AOO,standard_saver,non-airport,d3,258.389065,-41.575846,27,0
AOO,standard_saver,non-airport,d4,236.616374,-22.865401,15,0
AOO,standard_saver,non-airport,d5,738.206659,54.700142,19,0
APF,standard_saver,airport_drop_off,d1,2139.987591,583.695958,66,-5.279025641
APF,standard_saver,airport_drop_off,d2,5222.799849,1458.613857,149,-5.279025641
APF,standard_saver,airport_drop_off,d3,3973.972554,1255.25193,92,-5.279025641
APF,standard_saver,airport_drop_off,d4,6456.964851,2081.258954,134,-5.279025641
APF,standard_saver,airport_drop_off,d5,4516.86413,1153.57529,58,-5.279025641
APF,standard_saver,non-airport,d1,24913.76831,-6120.989613,4879,0
APF,standard_saver,non-airport,d2,42188.95015,-4614.019975,5423,0
APF,standard_saver,non-airport,d3,52031.18792,-2854.925473,4902,0
APF,standard_saver,non-airport,d4,71989.42674,-5826.874463,5371,0
APF,standard_saver,non-airport,d5,115990.4883,-21703.85108,5514,0
APG,standard_saver,airport_drop_off,d1,32.662902,-5.102049,4,0
APG,standard_saver,airport_drop_off,d2,39.95289,-12.868849,3,0
APG,standard_saver,airport_drop_off,d3,99.709902,2.945657,6,0
APG,standard_saver,airport_drop_off,d4,31.980019,-29.622839,2,0
APG,standard_saver,non-airport,d1,4975.119493,727.721836,646,0
APG,standard_saver,non-airport,d2,5928.837812,729.672539,663,0
APG,standard_saver,non-airport,d3,5949.19427,435.38788,553,0
APG,standard_saver,non-airport,d4,7165.836223,893.351625,520,0
APG,standard_saver,non-airport,d5,7766.701408,-625.822246,443,0
ARB,standard_saver,airport_drop_off,d1,4575.280936,1003.093818,99,-5.527251461
ARB,standard_saver,airport_drop_off,d2,9852.608758,2124.490248,176,-5.527251461
ARB,standard_saver,airport_drop_off,d3,6313.783043,1466.602274,104,-5.527251461
ARB,standard_saver,airport_drop_off,d4,3159.435688,708.813862,48,-5.527251461
ARB,standard_saver,airport_drop_off,d5,2049.833841,438.694646,31,-5.527251461
ARB,standard_saver,non-airport,d1,81832.00622,-7048.746131,12684,0
ARB,standard_saver,non-airport,d2,58039.96376,1559.113965,6359,0
ARB,standard_saver,non-airport,d3,43265.88456,3662.899665,3600,0
ARB,standard_saver,non-airport,d4,34605.21188,2992.819524,2120,0
ARB,standard_saver,non-airport,d5,51327.54074,-440.49207,1596,0
ART,standard_saver,airport_drop_off,d5,87.810629,-14.250348,1,0
ART,standard_saver,non-airport,d1,589.673554,-116.205915,56,0
ART,standard_saver,non-airport,d2,564.717045,-98.777653,47,0
ART,standard_saver,non-airport,d3,489.789444,-59.649772,30,0
ART,standard_saver,non-airport,d4,363.328313,-42.354494,15,0
ART,standard_saver,non-airport,d5,898.448269,-622.601689,25,0
ATL,standard_saver,airport_drop_off,d1,84493.98164,19971.21335,4837,-5.383184464
ATL,standard_saver,airport_drop_off,d2,55960.37698,15735.42245,2088,-5.383184464
ATL,standard_saver,airport_drop_off,d3,43259.70934,11357.80851,1397,-5.383184464
ATL,standard_saver,airport_drop_off,d4,29031.99003,7735.228799,759,-5.383184464
ATL,standard_saver,airport_drop_off,d5,27315.15661,6862.518378,555,-5.383184464
ATL,standard_saver,airport_pick_up,d1,12.002446,-15.468538,1,0
ATL,standard_saver,non-airport,d1,1106257.452,107859.2047,106517,0
ATL,standard_saver,non-airport,d2,1264214.947,149140.0964,95773,0
ATL,standard_saver,non-airport,d3,1156598.546,152839.324,65847,0
ATL,standard_saver,non-airport,d4,1031053.407,90398.74838,44626,0
ATL,standard_saver,non-airport,d5,936813.0294,51235.00023,26143,0
AUO,standard_saver,non-airport,d1,2725.372655,-423.218631,378,0
AUO,standard_saver,non-airport,d2,4498.528665,-1259.345621,578,0
AUO,standard_saver,non-airport,d3,6669.634886,-233.510836,603,0
AUO,standard_saver,non-airport,d4,11126.96821,814.530331,670,0
AUO,standard_saver,non-airport,d5,15852.52372,155.708469,532,0
AUS,standard_saver,airport_drop_off,d1,29631.83918,6087.049139,1581,-5.243584788
AUS,standard_saver,airport_drop_off,d2,22105.12476,7483.785094,812,-5.243584788
AUS,standard_saver,airport_drop_off,d3,29917.27109,8464.924576,1119,-5.243584788
AUS,standard_saver,airport_drop_off,d4,21967.5948,6390.820275,581,-5.243584788
AUS,standard_saver,airport_drop_off,d5,17793.34794,4453.931869,352,-5.243584788
AUS,standard_saver,non-airport,d1,298097.1644,33233.4984,36142,0
AUS,standard_saver,non-airport,d2,368175.0326,20720.52392,37815,0
AUS,standard_saver,non-airport,d3,404152.2087,29209.91407,31223,0
AUS,standard_saver,non-airport,d4,477482.1602,38541.95763,26674,0
AUS,standard_saver,non-airport,d5,427189.9365,33950.42101,14437,0
AVL,standard_saver,airport_drop_off,d1,424.8556,108.664362,26,0
AVL,standard_saver,airport_drop_off,d2,353.845594,48.306224,17,0
AVL,standard_saver,airport_drop_off,d3,767.706369,163.652336,29,0
AVL,standard_saver,airport_drop_off,d4,515.538759,112.962521,17,0
AVL,standard_saver,airport_drop_off,d5,581.270374,3.147621,12,0
AVL,standard_saver,non-airport,d1,11328.1955,-157.887896,1585,0
AVL,standard_saver,non-airport,d2,14165.95895,-1746.287052,1786,0
AVL,standard_saver,non-airport,d3,18986.17342,881.679064,1686,0
AVL,standard_saver,non-airport,d4,17476.00748,1378.158782,1165,0
AVL,standard_saver,non-airport,d5,16288.07341,-772.975517,645,0
AVP,standard_saver,airport_drop_off,d5,388.718252,-45.173254,3,0
AVP,standard_saver,non-airport,d1,19931.66001,1027.99047,2906,0
AVP,standard_saver,non-airport,d2,22573.74799,-1602.260099,3144,0
AVP,standard_saver,non-airport,d3,20460.89693,-470.719432,2176,0
AVP,standard_saver,non-airport,d4,20032.99407,-233.58643,1583,0
AVP,standard_saver,non-airport,d5,30113.01217,-782.990063,1165,0
AZO,standard_saver,airport_drop_off,d5,351.428886,-122.902232,5,0
AZO,standard_saver,non-airport,d1,15768.00531,-5421.079877,2462,0
AZO,standard_saver,non-airport,d2,20481.66384,-4900.754488,2223,0
AZO,standard_saver,non-airport,d3,21585.28068,-2223.440782,1647,0
AZO,standard_saver,non-airport,d4,15213.79845,-4799.354049,1058,0
AZO,standard_saver,non-airport,d5,13867.31925,-3268.499988,507,0
BDL,standard_saver,airport_drop_off,d1,1056.705908,112.751109,76,-4.00549797
BDL,standard_saver,airport_drop_off,d2,8017.75728,1630.851417,327,-4.00549797
BDL,standard_saver,airport_drop_off,d3,5593.954002,1470.631458,189,-4.00549797
BDL,standard_saver,airport_drop_off,d4,2765.248642,798.582344,76,-4.00549797
BDL,standard_saver,airport_drop_off,d5,4707.852182,1072.548246,72,-4.00549797
BDL,standard_saver,non-airport,d1,234118.5343,5994.382151,32190,0
BDL,standard_saver,non-airport,d2,272633.6899,18509.81753,28869,0
BDL,standard_saver,non-airport,d3,300139.4463,32514.70604,24555,0
BDL,standard_saver,non-airport,d4,348599.2838,42454.16083,21453,0
BDL,standard_saver,non-airport,d5,390960.2201,49492.38197,15533,0
BDN,standard_saver,airport_drop_off,d1,352.313831,-40.748077,31,0
BDN,standard_saver,airport_drop_off,d2,968.61193,198.355987,35,0
BDN,standard_saver,airport_drop_off,d3,1210.631731,370.817177,36,0
BDN,standard_saver,airport_drop_off,d4,1268.993234,381.385972,34,0
BDN,standard_saver,airport_drop_off,d5,612.685203,195.343709,13,0
BDN,standard_saver,non-airport,d1,4550.938826,-1218.985726,866,0
BDN,standard_saver,non-airport,d2,5900.090365,-1002.175088,850,0
BDN,standard_saver,non-airport,d3,8515.969896,-94.515213,926,0
BDN,standard_saver,non-airport,d4,11511.07447,228.577019,1000,0
BDN,standard_saver,non-airport,d5,15240.97299,1698.370007,706,0
BDR,standard_saver,airport_drop_off,d1,1275.104255,200.449864,61,-4.386542809
BDR,standard_saver,airport_drop_off,d2,8463.828141,740.854097,206,-4.386542809
BDR,standard_saver,airport_drop_off,d3,10344.1133,184.497268,159,-4.386542809
BDR,standard_saver,airport_drop_off,d4,6403.987393,292.48495,84,-4.386542809
BDR,standard_saver,airport_drop_off,d5,14635.76038,1385.670197,155,-4.386542809
BDR,standard_saver,non-airport,d1,147933.3938,18933.30355,20287,0
BDR,standard_saver,non-airport,d2,171668.9079,26131.63069,19813,0
BDR,standard_saver,non-airport,d3,173300.7337,30286.27291,16061,0
BDR,standard_saver,non-airport,d4,186728.8792,34358.18344,12958,0
BDR,standard_saver,non-airport,d5,283635.778,37430.46746,9884,0
BFL,standard_saver,airport_drop_off,d1,206.99056,66.635547,15,-5.308224197
BFL,standard_saver,airport_drop_off,d2,401.68358,125.858924,20,-5.308224197
BFL,standard_saver,airport_drop_off,d3,390.520491,130.789868,15,-5.308224197
BFL,standard_saver,airport_drop_off,d4,190.25903,42.817719,7,-5.308224197
BFL,standard_saver,airport_drop_off,d5,1301.779746,-243.883966,11,-5.308224197
BFL,standard_saver,non-airport,d1,70065.69084,8540.999718,7871,0
BFL,standard_saver,non-airport,d2,83624.46236,6637.669662,7586,0
BFL,standard_saver,non-airport,d3,80258.79901,12170.01451,5202,0
BFL,standard_saver,non-airport,d4,64873.90621,9928.864147,3430,0
BFL,standard_saver,non-airport,d5,72607.3465,3631.505229,2920,0
BGM,standard_saver,airport_drop_off,d5,150.618099,-125.758556,2,0
BGM,standard_saver,non-airport,d1,13108.69507,-396.101487,1136,0
BGM,standard_saver,non-airport,d2,12940.19342,-903.90836,983,0
BGM,standard_saver,non-airport,d3,10656.78531,-1104.757652,708,0
BGM,standard_saver,non-airport,d4,10221.01631,-789.562339,536,0
BGM,standard_saver,non-airport,d5,16138.06476,-3310.856382,594,0
BHM,standard_saver,airport_drop_off,d1,809.188018,111.700799,69,-4.769840503
BHM,standard_saver,airport_drop_off,d2,1116.851173,202.82221,78,-4.769840503
BHM,standard_saver,airport_drop_off,d3,2268.968047,492.054733,119,-4.769840503
BHM,standard_saver,airport_drop_off,d4,1498.16314,285.460617,60,-4.769840503
BHM,standard_saver,airport_drop_off,d5,2251.493333,61.178964,42,-4.769840503
BHM,standard_saver,non-airport,d1,27495.78127,-6035.114014,4351,0
BHM,standard_saver,non-airport,d2,52515.46248,-4422.96029,5925,0
BHM,standard_saver,non-airport,d3,74637.40781,1846.936269,5956,0
BHM,standard_saver,non-airport,d4,91447.73561,8310.808607,5183,0
BHM,standard_saver,non-airport,d5,120485.85,19334.87841,3937,0
BIL,standard_saver,airport_drop_off,d1,220.078432,-78.370886,36,0
BIL,standard_saver,airport_drop_off,d2,720.310383,-23.129074,59,0
BIL,standard_saver,airport_drop_off,d3,907.156109,19.707245,59,0
BIL,standard_saver,airport_drop_off,d4,508.793357,45.108031,29,0
BIL,standard_saver,airport_drop_off,d5,513.086731,43.708023,24,0
BIL,standard_saver,non-airport,d1,6530.553189,-28.192898,1011,0
BIL,standard_saver,non-airport,d2,8679.912013,536.743767,1093,0
BIL,standard_saver,non-airport,d3,11541.5671,1442.036044,1102,0
BIL,standard_saver,non-airport,d4,12271.07358,2465.19133,846,0
BIL,standard_saver,non-airport,d5,16456.46169,3329.432448,705,0
BIS,standard_saver,airport_drop_off,d1,86.41846,-0.392659,12,0
BIS,standard_saver,airport_drop_off,d2,40.409412,-13.086843,6,0
BIS,standard_saver,airport_drop_off,d3,41.41282,4.378597,4,0
BIS,standard_saver,airport_drop_off,d4,11.498205,4.282791,1,0
BIS,standard_saver,non-airport,d1,14299.69737,-327.619174,2366,0
BIS,standard_saver,non-airport,d2,15989.58032,-822.977009,2291,0
BIS,standard_saver,non-airport,d3,15924.40494,-319.654215,1930,0
BIS,standard_saver,non-airport,d4,15965.03244,486.081575,1528,0
BIS,standard_saver,non-airport,d5,20005.22536,578.592799,1272,0
BKN,standard_saver,airport_drop_off,d1,737468.6366,50550.21488,19865,-7.625434693
BKN,standard_saver,airport_drop_off,d2,909954.9247,83447.06433,15475,-7.625434693
BKN,standard_saver,airport_drop_off,d3,755796.9877,58717.7805,9822,-7.625434693
BKN,standard_saver,airport_drop_off,d4,399145.5704,42171.85932,4144,-7.625434693
BKN,standard_saver,airport_drop_off,d5,411175.7676,35627.74244,3989,-7.625434693
BKN,standard_saver,airport_pick_up,d5,169.388319,-10.836278,1,0
BKN,standard_saver,non-airport,d1,5231533.127,376639.4669,450235,0
BKN,standard_saver,non-airport,d2,7160561.023,-179170.5858,410981,0
BKN,standard_saver,non-airport,d3,6404671.224,-314887.8853,257530,0
BKN,standard_saver,non-airport,d4,6089614.321,-364537.206,171257,0
BKN,standard_saver,non-airport,d5,6389334.94,-314239.4626,95629,0
BLI,standard_saver,airport_drop_off,d5,1038.25429,198.257483,5,0
BLI,standard_saver,non-airport,d1,5396.686042,-1039.847187,1045,0
BLI,standard_saver,non-airport,d2,6311.004988,-959.570662,848,0
BLI,standard_saver,non-airport,d3,5736.590748,-388.244449,545,0
BLI,standard_saver,non-airport,d4,6299.344746,-78.844735,421,0
BLI,standard_saver,non-airport,d5,10312.92837,306.748238,289,0
BMG,standard_saver,airport_drop_off,d1,188.440802,-33.903495,6,-4.523507323
BMG,standard_saver,airport_drop_off,d2,6738.190869,-1346.46818,105,-4.523507323
BMG,standard_saver,airport_drop_off,d3,1412.938978,-170.940445,20,-4.523507323
BMG,standard_saver,airport_drop_off,d4,275.689597,-31.824644,4,-4.523507323
BMG,standard_saver,airport_drop_off,d5,5121.503953,-258.393026,62,-4.523507323
BMG,standard_saver,non-airport,d1,56602.61525,-3058.264578,11270,0
BMG,standard_saver,non-airport,d2,57950.39586,-953.816578,9618,0
BMG,standard_saver,non-airport,d3,54698.90223,3508.568184,7113,0
BMG,standard_saver,non-airport,d4,48859.76887,6197.560974,4878,0
BMG,standard_saver,non-airport,d5,63223.43672,2268.326487,3894,0
BMI,standard_saver,airport_drop_off,d5,560.416858,24.837255,2,0
BMI,standard_saver,non-airport,d1,16289.93662,-4579.916355,2610,0
BMI,standard_saver,non-airport,d2,14861.45776,-3391.175796,1998,0
BMI,standard_saver,non-airport,d3,14112.47771,-1438.34293,1574,0
BMI,standard_saver,non-airport,d4,14087.91816,-391.193253,1319,0
BMI,standard_saver,non-airport,d5,14641.06305,-1161.201231,1060,0
BNA,standard_saver,airport_drop_off,d1,22894.45819,4154.33714,1352,-4.692916385
BNA,standard_saver,airport_drop_off,d2,22356.98818,6022.748055,1023,-4.692916385
BNA,standard_saver,airport_drop_off,d3,14599.45398,4132.76654,626,-4.692916385
BNA,standard_saver,airport_drop_off,d4,8672.664915,2269.662362,335,-4.692916385
BNA,standard_saver,airport_drop_off,d5,7871.27515,1926.014136,220,-4.692916385
BNA,standard_saver,non-airport,d1,163962.251,25350.56388,18467,0
BNA,standard_saver,non-airport,d2,145080.4164,4227.223471,15869,0
BNA,standard_saver,non-airport,d3,157691.8439,8299.762292,13579,0
BNA,standard_saver,non-airport,d4,163067.9763,21056.25248,10014,0
BNA,standard_saver,non-airport,d5,169322.0748,23050.15701,6367,0
BOI,standard_saver,airport_drop_off,d1,1079.035598,240.930533,87,0
BOI,standard_saver,airport_drop_off,d2,887.594634,150.656539,68,0
BOI,standard_saver,airport_drop_off,d3,924.825623,179.569494,60,0
BOI,standard_saver,airport_drop_off,d4,1485.594193,310.173975,72,0
BOI,standard_saver,airport_drop_off,d5,1975.031453,511.88564,65,0
BOI,standard_saver,non-airport,d1,7397.540873,44.979263,1345,0
BOI,standard_saver,non-airport,d2,12388.77952,710.989634,1724,0
BOI,standard_saver,non-airport,d3,13014.17779,1879.751119,1295,0
BOI,standard_saver,non-airport,d4,13822.55788,2884.094296,1002,0
BOI,standard_saver,non-airport,d5,20915.13215,4867.576299,890,0
BOS,standard_saver,airport_drop_off,d1,87339.23266,4776.715266,4923,-3.701575562
BOS,standard_saver,airport_drop_off,d2,138045.0057,11675.22465,5914,-3.701575562
BOS,standard_saver,airport_drop_off,d3,102818.1435,15800.87967,3556,-3.701575562
BOS,standard_saver,airport_drop_off,d4,100493.3758,19606.70901,2726,-3.701575562
BOS,standard_saver,airport_drop_off,d5,92449.51924,17448.98714,1813,-3.701575562
BOS,standard_saver,non-airport,d1,1092938.383,-1650.251819,137842,0
BOS,standard_saver,non-airport,d2,1692010.369,6156.667559,164295,0
BOS,standard_saver,non-airport,d3,1917708.928,-8050.027165,146052,0
BOS,standard_saver,non-airport,d4,2231013.011,22243.4841,128239,0
BOS,standard_saver,non-airport,d5,3413819.592,57899.20966,119416,0
BPT,standard_saver,airport_drop_off,d5,276.002722,0.517241,2,0
BPT,standard_saver,non-airport,d1,15028.55129,-920.375134,2066,0
BPT,standard_saver,non-airport,d2,15597.43362,-2145.756265,1908,0
BPT,standard_saver,non-airport,d3,20680.07101,-871.883927,1896,0
BPT,standard_saver,non-airport,d4,19966.02371,-203.817713,1396,0
BPT,standard_saver,non-airport,d5,24682.78928,-652.505664,938,0
BRA,standard_saver,airport_drop_off,d1,718.412867,128.346552,61,0
BRA,standard_saver,airport_drop_off,d2,1015.942278,185.842645,65,0
BRA,standard_saver,airport_drop_off,d3,681.997419,145.222,32,0
BRA,standard_saver,airport_drop_off,d4,410.197791,116.371234,11,0
BRA,standard_saver,airport_drop_off,d5,2276.213563,442.368409,33,0
BRA,standard_saver,non-airport,d1,13560.96282,-2011.296593,2079,0
BRA,standard_saver,non-airport,d2,21312.81261,-247.431799,2195,0
BRA,standard_saver,non-airport,d3,24167.88451,589.707785,2002,0
BRA,standard_saver,non-airport,d4,31610.96519,840.761064,1988,0
BRA,standard_saver,non-airport,d5,43837.1658,269.221343,1585,0
BTR,standard_saver,airport_drop_off,d1,758.94974,-373.412719,107,-4.595764442
BTR,standard_saver,airport_drop_off,d2,851.778978,-91.488329,62,-4.595764442
BTR,standard_saver,airport_drop_off,d3,720.939933,-11.17342,47,-4.595764442
BTR,standard_saver,airport_drop_off,d4,1034.590213,38.99977,50,-4.595764442
BTR,standard_saver,airport_drop_off,d5,1999.01955,349.775922,17,-4.595764442
BTR,standard_saver,non-airport,d1,157980.6488,5141.184534,18105,0
BTR,standard_saver,non-airport,d2,210205.6088,26745.58922,16699,0
BTR,standard_saver,non-airport,d3,224495.7837,32310.42667,13689,0
BTR,standard_saver,non-airport,d4,243857.245,38423.31619,11225,0
BTR,standard_saver,non-airport,d5,234915.7051,30407.93884,7574,0
BTV,standard_saver,airport_drop_off,d1,228.752352,-44.512366,24,0
BTV,standard_saver,airport_drop_off,d2,247.614617,-20.824803,20,0
BTV,standard_saver,airport_drop_off,d3,222.548069,6.532448,15,0
BTV,standard_saver,airport_drop_off,d4,69.926203,-19.86308,4,0
BTV,standard_saver,non-airport,d1,3508.930049,-632.406863,560,0
